Size,Instance,Epsilon,Algorithm,Objective,TimeDev,IntentDev,Runtime
40,6,0.0001,Adaptive SA,2009.9136408871111,14,14,2.358180046081543
40,6,0.0001,SA,2009.9136408871111,14,14,2.9520862102508545
40,6,0.0001,Adaptive SA,2009.9136408871111,14,14,2.050079822540283
40,6,0.0001,SA,2016.2219230407395,15,15,2.089181661605835
40,6,0.0001,Adaptive SA,2009.9136408871111,14,14,2.1085472106933594
40,6,0.0001,SA,2009.9136408871111,14,14,6.861457824707031
40,6,0.0001,Adaptive SA,2009.9136408871111,14,14,2.281731367111206
40,6,0.0001,SA,2009.9136408871111,14,14,2.2176456451416016
40,6,0.0001,Adaptive SA,2009.9136408871111,14,14,2.033485174179077
40,6,0.0001,SA,2009.9136408871111,14,14,2.1050682067871094
40,6,0.0001,Adaptive SA,2009.9136408871111,14,14,2.1201300621032715
40,6,0.0001,SA,2009.9136408871111,14,14,3.252284288406372
40,6,0.0001,Adaptive SA,2009.9136408871111,14,14,2.043867826461792
40,7,0.0001,Greedy,1856.5539796200992,13,13,0.0034470558166503906
40,7,0.0001,SA,1924.9759788950012,15,15,2.144859552383423
40,7,0.0001,Adaptive SA,1856.5539796200994,13,13,2.0309741497039795
40,7,0.0001,SA,1941.851175940498,15,15,2.28470516204834
40,7,0.0001,Adaptive SA,1856.5539796200994,13,13,2.425806999206543
40,7,0.0001,SA,1948.1000912563068,15,15,2.990191698074341
40,7,0.0001,Adaptive SA,1856.5539796200994,13,13,2.1138381958007812
40,7,0.0001,SA,1922.7055930585195,15,15,2.2185754776000977
40,7,0.0001,Adaptive SA,1856.5539796200994,13,13,2.7468738555908203
40,7,0.0001,SA,1901.8864355400208,15,15,2.3434336185455322
40,7,0.0001,Adaptive SA,1856.5539796200994,13,13,2.959660291671753
40,7,0.0001,SA,1910.3716957776512,15,15,2.1702728271484375
40,7,0.0001,Adaptive SA,1862.9236878317295,15,15,1.9989776611328125
40,7,0.0001,SA,1910.0200317170813,14,14,2.155751943588257
40,7,0.0001,Adaptive SA,1856.5539796200994,13,13,2.0062880516052246
40,7,0.0001,SA,1925.8902749041501,15,15,2.6025962829589844
40,7,0.0001,Adaptive SA,1856.5539796200994,13,13,2.7273874282836914
40,7,0.0001,SA,1932.2329263982267,15,15,2.1451969146728516
40,7,0.0001,Adaptive SA,1856.5539796200994,13,13,2.1345388889312744
40,7,0.0001,SA,1910.0200317170813,14,14,2.120152235031128
40,7,0.0001,Adaptive SA,1856.5539796200994,13,13,2.073895215988159
40,8,0.0001,Greedy,1757.4945305640251,14,14,0.004361629486083984
40,8,0.0001,SA,1784.9499592549746,15,15,2.8914127349853516
40,8,0.0001,Adaptive SA,1757.4945305640251,14,14,2.318913698196411
40,8,0.0001,SA,1796.6862131870473,15,15,2.2135465145111084
40,8,0.0001,Adaptive SA,1757.4945305640251,14,14,1.971454381942749
40,8,0.0001,SA,1791.5193218267339,15,15,2.1486189365386963
40,8,0.0001,Adaptive SA,1757.4945305640251,14,14,1.9901270866394043
40,8,0.0001,SA,1796.0010036962467,15,15,3.1169967651367188
40,8,0.0001,Adaptive SA,1757.4945305640251,14,14,2.1545538902282715
40,8,0.0001,SA,1788.963669125938,15,15,2.165580987930298
40,8,0.0001,Adaptive SA,1757.4945305640251,14,14,1.9911856651306152
40,8,0.0001,SA,1791.1711677130165,15,15,2.0685243606567383
40,8,0.0001,Adaptive SA,1757.4945305640251,14,14,2.0121994018554688
40,8,0.0001,SA,1770.159118079425,15,15,3.179826259613037
40,8,0.0001,Adaptive SA,1757.4945305640251,14,14,2.0452771186828613
40,8,0.0001,SA,1784.9044666433297,15,15,2.149639368057251
40,8,0.0001,Adaptive SA,1757.4945305640251,14,14,1.997661828994751
40,8,0.0001,SA,1787.9338382939382,15,15,2.0987296104431152
40,8,0.0001,Adaptive SA,1757.4945305640251,14,14,2.2858827114105225
40,8,0.0001,SA,1796.349157809964,15,15,2.8927602767944336
40,8,0.0001,Adaptive SA,1757.4945305640251,14,14,1.9917643070220947
40,9,0.0001,Greedy,1796.318739211305,13,13,0.005246639251708984
40,9,0.0001,SA,1815.5171093959866,14,14,2.1674258708953857
40,9,0.0001,Adaptive SA,1796.318739211305,13,13,2.0520830154418945
40,9,0.0001,SA,1808.410409146204,15,15,2.2113757133483887
40,9,0.0001,Adaptive SA,1796.318739211305,13,13,2.5810024738311768
40,9,0.0001,SA,1860.9678095467345,15,15,2.723222255706787
40,9,0.0001,Adaptive SA,1796.318739211305,13,13,2.0410876274108887
40,9,0.0001,SA,1843.975364008032,15,15,2.2142672538757324
40,9,0.0001,Adaptive SA,1796.318739211305,13,13,2.0314838886260986
40,9,0.0001,SA,1836.3265953940756,14,14,2.3340747356414795
40,9,0.0001,Adaptive SA,1796.318739211305,13,13,2.9947876930236816
40,9,0.0001,SA,1796.318739211305,13,13,2.1920504570007324
40,9,0.0001,Adaptive SA,1796.318739211305,13,13,2.026258945465088
40,9,0.0001,SA,1846.2263733850375,15,15,2.1022417545318604
40,9,0.0001,Adaptive SA,1796.318739211305,13,13,2.0365779399871826
40,9,0.0001,SA,1853.663480230979,16,16,2.3797945976257324
40,9,0.0001,Adaptive SA,1810.2394406442534,14,14,2.8800199031829834
40,9,0.0001,SA,1809.3143187955834,15,15,2.127650022506714
40,9,0.0001,Adaptive SA,1796.318739211305,13,13,2.0120482444763184
40,9,0.0001,SA,1837.2622777866954,16,16,2.1889734268188477
40,9,0.0001,Adaptive SA,1796.318739211305,13,13,2.0487234592437744
40,10,0.0001,Greedy,1986.117771260172,15,15,0.003584623336791992
40,10,0.0001,SA,1986.117771260172,15,15,2.6023993492126465
40,10,0.0001,Adaptive SA,1986.117771260172,15,15,2.687384843826294
40,10,0.0001,SA,1986.117771260172,15,15,2.1925601959228516
40,10,0.0001,Adaptive SA,1986.117771260172,15,15,2.122783660888672
40,10,0.0001,SA,1989.318727880294,16,16,2.2626230716705322
40,10,0.0001,Adaptive SA,1986.117771260172,15,15,2.0895907878875732
40,10,0.0001,SA,1986.117771260172,15,15,3.0211181640625
40,10,0.0001,Adaptive SA,1986.117771260172,15,15,2.305169105529785
40,10,0.0001,SA,1986.117771260172,15,15,2.1599984169006348
40,10,0.0001,Adaptive SA,1986.117771260172,15,15,2.0291757583618164
40,10,0.0001,SA,1986.117771260172,15,15,2.1776463985443115
40,10,0.0001,Adaptive SA,1986.117771260172,15,15,2.0908520221710205
40,10,0.0001,SA,1986.117771260172,15,15,3.1582040786743164
40,10,0.0001,Adaptive SA,1986.117771260172,15,15,2.0601954460144043
40,10,0.0001,SA,1986.117771260172,15,15,2.110490322113037
40,10,0.0001,Adaptive SA,1986.117771260172,15,15,2.002885103225708
40,10,0.0001,SA,1986.117771260172,15,15,2.1988558769226074
40,10,0.0001,Adaptive SA,1986.117771260172,15,15,2.4320719242095947
40,10,0.0001,SA,1986.117771260172,15,15,2.852174997329712
40,10,0.0001,Adaptive SA,1986.117771260172,15,15,2.033254384994507
50,1,0.0001,Greedy,2439.462969342108,19,19,0.004572391510009766
50,1,0.0001,SA,2453.7953180701556,20,20,2.4108428955078125
50,1,0.0001,Adaptive SA,2439.462969342108,19,19,2.2970967292785645
50,1,0.0001,SA,2439.462969342108,19,19,2.501819610595703
50,1,0.0001,Adaptive SA,2439.462969342108,19,19,3.401137351989746
50,1,0.0001,SA,2443.0118127998153,20,20,2.355149507522583
50,1,0.0001,Adaptive SA,2439.462969342108,19,19,2.290346384048462
50,1,0.0001,SA,2457.4387788679555,21,21,2.4494235515594482
50,1,0.0001,Adaptive SA,2439.462969342108,19,19,2.265676259994507
50,1,0.0001,SA,2439.462969342108,19,19,3.4066402912139893
50,1,0.0001,Adaptive SA,2439.462969342108,19,19,2.292423725128174
50,1,0.0001,SA,2447.395115976811,21,21,2.4699032306671143
50,1,0.0001,Adaptive SA,2439.462969342108,19,19,2.2875235080718994
50,1,0.0001,SA,2465.6076110337767,21,21,2.446680784225464
50,1,0.0001,Adaptive SA,2439.462969342108,19,19,3.1015918254852295
50,1,0.0001,SA,2467.230633836656,20,20,2.5880026817321777
50,1,0.0001,Adaptive SA,2439.462969342108,19,19,2.358376979827881
50,1,0.0001,SA,2482.114824061552,21,21,2.622239828109741
50,1,0.0001,Adaptive SA,2439.462969342108,19,19,2.341478109359741
50,1,0.0001,SA,2467.8704218969,20,20,3.294757843017578
50,1,0.0001,Adaptive SA,2439.462969342108,19,19,2.4418325424194336
50,2,0.0001,Greedy,2209.096159956279,19,19,0.0038645267486572266
50,2,0.0001,SA,2250.3152307468395,21,21,2.497276782989502
50,2,0.0001,Adaptive SA,2209.0961599562784,19,19,2.2653133869171143
50,2,0.0001,SA,2243.466548046965,20,20,2.361086368560791
50,2,0.0001,Adaptive SA,2209.0961599562784,19,19,2.97788667678833
50,2,0.0001,SA,2241.6618210973147,20,20,2.800459146499634
50,2,0.0001,Adaptive SA,2209.0961599562784,19,19,2.305265426635742
50,2,0.0001,SA,2231.8656702595736,20,20,2.445255756378174
50,2,0.0001,Adaptive SA,2209.0961599562784,19,19,2.3163225650787354
50,2,0.0001,SA,2239.5971185308945,20,20,3.0487804412841797
50,2,0.0001,Adaptive SA,2209.0961599562784,19,19,2.766598701477051
50,2,0.0001,SA,2234.514636249046,21,21,2.505295991897583
50,2,0.0001,Adaptive SA,2209.0961599562784,19,19,2.2291064262390137
50,2,0.0001,SA,2224.7372082817974,21,21,2.4094605445861816
50,2,0.0001,Adaptive SA,2209.0961599562784,19,19,2.6938350200653076
50,2,0.0001,SA,2260.2723480171735,21,21,3.034024238586426
50,2,0.0001,Adaptive SA,2209.0961599562784,19,19,2.2516844272613525
50,2,0.0001,SA,2246.8968970800524,21,21,2.451742649078369
50,2,0.0001,Adaptive SA,2209.0961599562784,19,19,2.234022855758667
50,2,0.0001,SA,2270.398056582308,21,21,2.7738821506500244
50,2,0.0001,Adaptive SA,2209.0961599562784,19,19,3.045842170715332
50,3,0.0001,Greedy,2383.160217173026,20,20,0.003926277160644531
50,3,0.0001,SA,2383.160217173026,20,20,2.443997621536255
50,3,0.0001,Adaptive SA,2383.160217173026,20,20,2.2419934272766113
50,3,0.0001,SA,2399.406455936265,21,21,2.4378139972686768
50,3,0.0001,Adaptive SA,2383.160217173026,20,20,2.445297956466675
50,3,0.0001,SA,2383.160217173026,20,20,3.2752082347869873
50,3,0.0001,Adaptive SA,2383.160217173026,20,20,2.2414097785949707
50,3,0.0001,SA,2386.9498615387356,21,21,2.3911516666412354
50,3,0.0001,Adaptive SA,2383.160217173026,20,20,2.2764711380004883
50,3,0.0001,SA,2383.160217173026,20,20,2.3643484115600586
50,3,0.0001,Adaptive SA,2383.160217173026,20,20,3.3694722652435303
50,3,0.0001,SA,2383.160217173026,20,20,2.364928722381592
50,3,0.0001,Adaptive SA,2383.160217173026,20,20,2.275214433670044
50,3,0.0001,SA,2383.160217173026,20,20,2.4254229068756104
50,3,0.0001,Adaptive SA,2383.160217173026,20,20,2.275555372238159
50,3,0.0001,SA,2409.5270873630316,21,21,3.460503101348877
50,3,0.0001,Adaptive SA,2383.160217173026,20,20,2.33038330078125
50,3,0.0001,SA,2401.980186929582,21,21,2.4032821655273438
50,3,0.0001,Adaptive SA,2383.160217173026,20,20,2.274519681930542
50,3,0.0001,SA,2413.2327515321253,21,21,2.3433024883270264
50,3,0.0001,Adaptive SA,2383.160217173026,20,20,2.9800055027008057
50,4,0.0001,Greedy,2374.2957198388262,20,20,0.005407094955444336
50,4,0.0001,SA,2415.0048580483895,22,22,2.7608838081359863
50,4,0.0001,Adaptive SA,2374.2957198388262,20,20,2.3196358680725098
50,4,0.0001,SA,2391.393470605801,21,21,2.47880220413208
50,4,0.0001,Adaptive SA,2374.2957198388262,20,20,2.3323168754577637
50,4,0.0001,SA,2410.5852949464997,21,21,3.1655564308166504
50,4,0.0001,Adaptive SA,2374.2957198388262,20,20,2.727587938308716
50,4,0.0001,SA,2398.884122618772,21,21,2.4324193000793457
50,4,0.0001,Adaptive SA,2374.2957198388262,20,20,2.3625617027282715
50,4,0.0001,SA,2374.2957198388262,20,20,2.4430160522460938
50,4,0.0001,Adaptive SA,2408.346473370953,21,21,2.9259705543518066
50,4,0.0001,SA,2388.619882510411,21,21,2.8637423515319824
50,4,0.0001,Adaptive SA,2374.2957198388262,20,20,2.272360324859619
50,4,0.0001,SA,2392.851679437094,21,21,2.361039638519287
50,4,0.0001,Adaptive SA,2374.2957198388262,20,20,2.2659902572631836
50,4,0.0001,SA,2404.4053392982623,22,22,3.028583288192749
50,4,0.0001,Adaptive SA,2374.2957198388262,20,20,2.9427311420440674
50,4,0.0001,SA,2408.510336666357,21,21,2.395433187484741
50,4,0.0001,Adaptive SA,2374.2957198388262,20,20,2.2094831466674805
50,4,0.0001,SA,2403.5594337233115,21,21,2.339400291442871
50,4,0.0001,Adaptive SA,2374.2957198388262,20,20,2.7018795013427734
50,5,0.0001,Greedy,2222.395467007391,20,20,0.005555868148803711
50,5,0.0001,SA,2229.140012777638,21,21,3.1474783420562744
50,5,0.0001,Adaptive SA,2222.3954670073904,20,20,2.291605234146118
50,5,0.0001,SA,2261.346664531307,21,21,2.4034314155578613
50,5,0.0001,Adaptive SA,2222.3954670073904,20,20,2.236825466156006
50,5,0.0001,SA,2239.90348608216,21,21,2.7692644596099854
50,5,0.0001,Adaptive SA,2222.3954670073904,20,20,3.1114447116851807
50,5,0.0001,SA,2258.4187295764996,21,21,2.4310858249664307
50,5,0.0001,Adaptive SA,2222.3954670073904,20,20,2.3693337440490723
50,5,0.0001,SA,2247.327115496231,21,21,2.702423095703125
50,5,0.0001,Adaptive SA,2222.3954670073904,20,20,3.02313232421875
50,5,0.0001,SA,2261.276661065861,21,21,3.2050259113311768
50,5,0.0001,Adaptive SA,2222.3954670073904,20,20,2.3093183040618896
50,5,0.0001,SA,2270.659630825532,21,21,2.468761920928955
50,5,0.0001,Adaptive SA,2222.3954670073904,20,20,2.4385759830474854
50,5,0.0001,SA,2252.3289949990753,21,21,2.9524295330047607
50,5,0.0001,Adaptive SA,2222.3954670073904,20,20,2.861158847808838
50,5,0.0001,SA,2292.911603286983,23,23,2.541835069656372
50,5,0.0001,Adaptive SA,2222.3954670073904,20,20,2.7588155269622803
50,5,0.0001,SA,2264.933873568102,21,21,2.5040009021759033
50,5,0.0001,Adaptive SA,2222.3954670073904,20,20,3.0745363235473633
50,6,0.0001,Greedy,2338.741601039973,22,22,0.006162166595458984
50,6,0.0001,SA,2338.741601039973,22,22,2.8706743717193604
50,6,0.0001,Adaptive SA,2338.741601039973,22,22,2.4410500526428223
50,6,0.0001,SA,2338.741601039973,22,22,2.5229523181915283
50,6,0.0001,Adaptive SA,2338.741601039973,22,22,2.3244311809539795
50,6,0.0001,SA,2354.300321962454,23,23,3.3597021102905273
50,6,0.0001,Adaptive SA,2338.741601039973,22,22,2.5257747173309326
50,6,0.0001,SA,2338.741601039973,22,22,2.515223503112793
50,6,0.0001,Adaptive SA,2338.741601039973,22,22,2.334691286087036
50,6,0.0001,SA,2372.2741406140553,23,23,2.482839345932007
50,6,0.0001,Adaptive SA,2338.741601039973,22,22,3.14760422706604
50,6,0.0001,SA,2341.211120342569,23,23,2.8380138874053955
50,6,0.0001,Adaptive SA,2338.741601039973,22,22,2.3474857807159424
50,6,0.0001,SA,2338.741601039973,22,22,2.575688362121582
50,6,0.0001,Adaptive SA,2338.741601039973,22,22,2.370389223098755
50,6,0.0001,SA,2372.2741406140553,23,23,3.5796828269958496
50,6,0.0001,Adaptive SA,2338.741601039973,22,22,2.4332125186920166
50,6,0.0001,SA,2338.741601039973,22,22,2.4958341121673584
50,6,0.0001,Adaptive SA,2338.741601039973,22,22,2.2805635929107666
50,6,0.0001,SA,2338.741601039973,22,22,2.4682071208953857
50,6,0.0001,Adaptive SA,2338.741601039973,22,22,3.320957660675049
50,7,0.0001,Greedy,2185.355905657641,21,21,0.005326509475708008
50,7,0.0001,SA,2240.5534195118835,23,23,2.596165180206299
50,7,0.0001,Adaptive SA,2185.3559056576405,21,21,2.302069664001465
50,7,0.0001,SA,2209.9495074487395,22,22,2.4044201374053955
50,7,0.0001,Adaptive SA,2185.3559056576405,21,21,2.25884747505188
50,7,0.0001,SA,2226.032774698591,23,23,3.543874502182007
50,7,0.0001,Adaptive SA,2185.3559056576405,21,21,2.412498712539673
50,7,0.0001,SA,2227.804340654413,22,22,2.518378257751465
50,7,0.0001,Adaptive SA,2185.3559056576405,21,21,2.3069069385528564
50,7,0.0001,SA,2244.6053150131697,24,24,2.491938829421997
50,7,0.0001,Adaptive SA,2185.3559056576405,21,21,3.1445279121398926
50,7,0.0001,SA,2237.0296412132734,23,23,2.7505974769592285
50,7,0.0001,Adaptive SA,2185.3559056576405,21,21,2.3088064193725586
50,7,0.0001,SA,2204.6990224746937,22,22,2.4275360107421875
50,7,0.0001,Adaptive SA,2185.3559056576405,21,21,2.316094398498535
50,7,0.0001,SA,2219.2418714783144,22,22,3.374648332595825
50,7,0.0001,Adaptive SA,2185.3559056576405,21,21,2.431734800338745
50,7,0.0001,SA,2228.8431223566095,22,22,2.4641919136047363
50,7,0.0001,Adaptive SA,2185.3559056576405,21,21,2.3744091987609863
50,7,0.0001,SA,2216.886563154747,22,22,2.45224928855896
50,7,0.0001,Adaptive SA,2185.3559056576405,21,21,3.1651737689971924
50,8,0.0001,Greedy,2368.0872463728074,20,20,0.005810737609863281
50,8,0.0001,SA,2386.381055337625,21,21,2.6402676105499268
50,8,0.0001,Adaptive SA,2368.087246372807,20,20,2.272763729095459
50,8,0.0001,SA,2407.6604235309565,21,21,2.417052745819092
50,8,0.0001,Adaptive SA,2368.087246372807,20,20,2.3043482303619385
50,8,0.0001,SA,2408.757298384651,21,21,3.2348437309265137
50,8,0.0001,Adaptive SA,2368.087246372807,20,20,2.595167398452759
50,8,0.0001,SA,2441.6648268854137,22,22,2.3974249362945557
50,8,0.0001,Adaptive SA,2368.087246372807,20,20,2.379925489425659
50,8,0.0001,SA,2427.7279219027005,22,22,2.4480128288269043
50,8,0.0001,Adaptive SA,2368.087246372807,20,20,3.0312561988830566
50,8,0.0001,SA,2382.5085369500207,21,21,2.9670305252075195
50,8,0.0001,Adaptive SA,2368.087246372807,20,20,2.3800876140594482
50,8,0.0001,SA,2395.4413792184646,22,22,2.432948589324951
50,8,0.0001,Adaptive SA,2368.087246372807,20,20,2.3618459701538086
50,8,0.0001,SA,2404.9569138723537,22,22,3.3572933673858643
50,8,0.0001,Adaptive SA,2368.087246372807,20,20,2.6254796981811523
50,8,0.0001,SA,2441.6648268854137,22,22,2.4489872455596924
50,8,0.0001,Adaptive SA,2368.087246372807,20,20,2.3172194957733154
50,8,0.0001,SA,2368.087246372807,20,20,2.4215714931488037
50,8,0.0001,Adaptive SA,2368.087246372807,20,20,3.038550615310669
50,9,0.0001,Greedy,2275.962448216767,20,20,0.005864858627319336
50,9,0.0001,SA,2318.4964338554314,21,21,2.8338875770568848
50,9,0.0001,Adaptive SA,2275.962448216767,20,20,2.371567487716675
50,9,0.0001,SA,2317.2348179861265,21,21,2.4568941593170166
50,9,0.0001,Adaptive SA,2275.962448216767,20,20,2.4005281925201416
50,9,0.0001,SA,2327.9775668286234,22,22,3.136951446533203
50,9,0.0001,Adaptive SA,2275.962448216767,20,20,2.670428991317749
50,9,0.0001,SA,2275.962448216767,20,20,2.385145425796509
50,9,0.0001,Adaptive SA,2275.962448216767,20,20,2.332855463027954
50,9,0.0001,SA,2303.343747091501,21,21,2.452979564666748
50,9,0.0001,Adaptive SA,2275.962448216767,20,20,2.8506624698638916
50,9,0.0001,SA,2316.335136381322,22,22,3.020986795425415
50,9,0.0001,Adaptive SA,2275.962448216767,20,20,2.282533645629883
50,9,0.0001,SA,2311.2999344158025,21,21,2.4012367725372314
50,9,0.0001,Adaptive SA,2275.962448216767,20,20,2.2475314140319824
50,9,0.0001,SA,2304.153310783506,21,21,2.8200600147247314
50,9,0.0001,Adaptive SA,2275.962448216767,20,20,2.9803946018218994
50,9,0.0001,SA,2275.962448216767,20,20,2.463456392288208
50,9,0.0001,Adaptive SA,2275.962448216767,20,20,2.333799123764038
50,9,0.0001,SA,2285.4493215611965,21,21,2.3905227184295654
50,9,0.0001,Adaptive SA,2275.962448216767,20,20,2.730508327484131
50,10,0.0001,Greedy,2131.9967233205775,20,20,0.005179166793823242
50,10,0.0001,SA,2165.4245049921537,21,21,3.1008167266845703
50,10,0.0001,Adaptive SA,2131.9967233205775,20,20,2.342604398727417
50,10,0.0001,SA,2131.9967233205775,20,20,2.612849473953247
50,10,0.0001,Adaptive SA,2131.9967233205775,20,20,2.4071991443634033
50,10,0.0001,SA,2156.7124991807386,21,21,3.013840436935425
50,10,0.0001,Adaptive SA,2131.9967233205775,20,20,3.0585975646972656
50,10,0.0001,SA,2160.4031841436936,21,21,2.4285237789154053
50,10,0.0001,Adaptive SA,2131.9967233205775,20,20,2.3036696910858154
50,10,0.0001,SA,2169.0644964810763,21,21,2.654592752456665
50,10,0.0001,Adaptive SA,2131.9967233205775,20,20,3.2201430797576904
50,10,0.0001,SA,2169.461089793846,22,22,2.867413282394409
50,10,0.0001,Adaptive SA,2131.9967233205775,20,20,2.2660441398620605
50,10,0.0001,SA,2143.507257386468,21,21,2.363748073577881
50,10,0.0001,Adaptive SA,2131.9967233205775,20,20,2.282226324081421
50,10,0.0001,SA,2171.8658822455145,22,22,2.949923515319824
50,10,0.0001,Adaptive SA,2131.9967233205775,20,20,2.8727290630340576
50,10,0.0001,SA,2176.9228978457404,22,22,2.4807231426239014
50,10,0.0001,Adaptive SA,2131.9967233205775,20,20,2.3530290126800537
50,10,0.0001,SA,2162.0872444723195,21,21,2.7363481521606445
50,10,0.0001,Adaptive SA,2131.9967233205775,20,20,3.410837173461914
60,1,0.0001,Greedy,2705.2812259008933,25,25,0.0071675777435302734
60,1,0.0001,SA,2717.2533421732046,26,26,3.2113585472106934
60,1,0.0001,Adaptive SA,2705.281225900894,25,25,2.6452527046203613
60,1,0.0001,SA,2749.709605073127,26,26,2.7411208152770996
60,1,0.0001,Adaptive SA,2705.281225900894,25,25,2.8401663303375244
60,1,0.0001,SA,2732.968614437909,26,26,3.5869534015655518
60,1,0.0001,Adaptive SA,2705.281225900894,25,25,2.608283281326294
60,1,0.0001,SA,2744.4995153309274,26,26,2.800442934036255
60,1,0.0001,Adaptive SA,2705.281225900894,25,25,2.660844087600708
60,1,0.0001,SA,2748.4889447880596,26,26,3.351138114929199
60,1,0.0001,Adaptive SA,2705.281225900894,25,25,2.8546998500823975
60,1,0.0001,SA,2740.3407429879235,26,26,2.743006944656372
60,1,0.0001,Adaptive SA,2705.281225900894,25,25,2.6125669479370117
60,1,0.0001,SA,2774.741773749167,27,27,2.752066135406494
60,1,0.0001,Adaptive SA,2705.281225900894,25,25,3.576552152633667
60,1,0.0001,SA,2743.2773902467115,26,26,2.6638407707214355
60,1,0.0001,Adaptive SA,2705.281225900894,25,25,2.5186305046081543
60,1,0.0001,SA,2739.290280115952,26,26,2.6130623817443848
60,1,0.0001,Adaptive SA,2705.281225900894,25,25,3.0678911209106445
60,1,0.0001,SA,2726.9611319316764,27,27,3.3311750888824463
60,1,0.0001,Adaptive SA,2705.281225900894,25,25,2.7400479316711426
60,2,0.0001,Greedy,2715.8291389933,26,26,0.0043523311614990234
60,2,0.0001,SA,2718.2561026848243,28,28,2.7443907260894775
60,2,0.0001,Adaptive SA,2715.8291389933006,26,26,2.6207528114318848
60,2,0.0001,SA,2720.9111235340893,28,28,3.9684221744537354
60,2,0.0001,Adaptive SA,2715.8291389933006,26,26,2.6702463626861572
60,2,0.0001,SA,2715.8291389933006,26,26,2.8259804248809814
60,2,0.0001,Adaptive SA,2715.8291389933006,26,26,2.6776864528656006
60,2,0.0001,SA,2735.6098218733728,27,27,3.7973616123199463
60,2,0.0001,Adaptive SA,2715.8291389933006,26,26,2.967660903930664
60,2,0.0001,SA,2739.4252671102113,27,27,2.773456335067749
60,2,0.0001,Adaptive SA,2715.8291389933006,26,26,2.8136112689971924
60,2,0.0001,SA,2715.8291389933006,26,26,3.4501912593841553
60,2,0.0001,Adaptive SA,2715.8291389933006,26,26,3.3882598876953125
60,2,0.0001,SA,2715.8291389933006,26,26,2.6181046962738037
60,2,0.0001,Adaptive SA,2715.8291389933006,26,26,2.579716205596924
60,2,0.0001,SA,2720.6168095132584,27,27,2.791949510574341
60,2,0.0001,Adaptive SA,2715.8291389933006,26,26,3.5352632999420166
60,2,0.0001,SA,2750.140851536798,28,28,2.816580295562744
60,2,0.0001,Adaptive SA,2715.8291389933006,26,26,2.536792278289795
60,2,0.0001,SA,2723.5793110744985,27,27,2.675389289855957
60,2,0.0001,Adaptive SA,2715.8291389933006,26,26,2.6661837100982666
60,3,0.0001,Greedy,2763.9847077448685,26,26,0.010146856307983398
60,3,0.0001,SA,2786.3449243257337,27,27,3.674185037612915
60,3,0.0001,Adaptive SA,2763.9847077448685,26,26,2.7503604888916016
60,3,0.0001,SA,2763.9847077448685,26,26,2.707780599594116
60,3,0.0001,Adaptive SA,2763.9847077448685,26,26,2.5769944190979004
60,3,0.0001,SA,2785.194609960196,28,28,3.7065746784210205
60,3,0.0001,Adaptive SA,2763.9847077448685,26,26,2.832082986831665
60,3,0.0001,SA,2783.88957992435,27,27,2.7481353282928467
60,3,0.0001,Adaptive SA,2763.9847077448685,26,26,2.5883920192718506
60,3,0.0001,SA,2791.5601413571662,27,27,2.993913173675537
60,3,0.0001,Adaptive SA,2763.9847077448685,26,26,3.43754506111145
60,3,0.0001,SA,2793.1176974549408,27,27,2.692789316177368
60,3,0.0001,Adaptive SA,2763.9847077448685,26,26,2.558558940887451
60,3,0.0001,SA,2773.5992310638517,27,27,2.7344412803649902
60,3,0.0001,Adaptive SA,2764.66952498049,27,27,3.4446730613708496
60,3,0.0001,SA,2785.243341795231,27,27,2.8222134113311768
60,3,0.0001,Adaptive SA,2763.9847077448685,26,26,2.5699923038482666
60,3,0.0001,SA,2791.4541880907655,27,27,2.7270753383636475
60,3,0.0001,Adaptive SA,2763.9847077448685,26,26,2.8575596809387207
60,3,0.0001,SA,2801.951485875774,28,28,3.689687967300415
60,3,0.0001,Adaptive SA,2763.9847077448685,26,26,2.532130241394043
60,4,0.0001,Greedy,2539.856906664728,25,25,0.0055637359619140625
60,4,0.0001,SA,2623.1871095974066,28,28,2.7300827503204346
60,4,0.0001,Adaptive SA,2551.16024149678,26,26,3.0546767711639404
60,4,0.0001,SA,2566.9982339327416,28,28,3.839893102645874
60,4,0.0001,Adaptive SA,2539.8569066647283,25,25,2.5817720890045166
60,4,0.0001,SA,2598.726815071917,27,27,2.7448313236236572
60,4,0.0001,Adaptive SA,2539.8569066647283,25,25,2.6529111862182617
60,4,0.0001,SA,2629.914700627881,28,28,3.196411609649658
60,4,0.0001,Adaptive SA,2539.8569066647283,25,25,3.2518396377563477
60,4,0.0001,SA,2644.2459344573026,28,28,2.792353630065918
60,4,0.0001,Adaptive SA,2539.8569066647283,25,25,2.555713176727295
60,4,0.0001,SA,2619.6912148100846,28,28,2.780837297439575
60,4,0.0001,Adaptive SA,2539.8569066647283,25,25,3.7995104789733887
60,4,0.0001,SA,2608.710190566551,27,27,2.697763442993164
60,4,0.0001,Adaptive SA,2539.8569066647283,25,25,2.6419875621795654
60,4,0.0001,SA,2561.3889572385497,28,28,2.7803430557250977
60,4,0.0001,Adaptive SA,2539.8569066647283,25,25,2.9968278408050537
60,4,0.0001,SA,2598.593388906691,27,27,3.437002182006836
60,4,0.0001,Adaptive SA,2539.8569066647283,25,25,3.0044620037078857
60,4,0.0001,SA,2635.452982484968,28,28,2.7975335121154785
60,4,0.0001,Adaptive SA,2539.8569066647283,25,25,2.623777151107788
